"uid","pid","tstamp","crdate","cruser_id","deleted","hidden","starttime","endtime","sys_language_uid","l10n_parent","l10n_state","l10n_diffsource","t3ver_oid","t3ver_id","t3ver_label","t3ver_wsid","t3ver_state","t3ver_stage","t3ver_count","t3ver_tstamp","t3ver_move_id","gnd_id","name","date_of_birth","date_of_death","place_of_birth","place_of_death","place_of_activity","geographic_area_code","gender","unmodified_gnd_data","gnd_status","final"
"1520","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11889112X","Hegar, Friedrich",NULL,NULL,,,,"XA-CH","m","1","n","0"
"1521","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211579042","Nourney, Gottl.",NULL,NULL,,,,"ZZ","m","1","n","0"
"1522","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118707469","Huber, Hans","1852-06-28","1921-12-25","Eppenberg-Wöschnau","Locarno",,"XA-CH","m","1","n","0"
"1523","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211579042","Nourney, Gottl.",NULL,NULL,,,,"ZZ","m","1","n","0"
"1524","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103936319","Puchtler, Wilhelm Maria","1848-12-24","1881-02-11","Remlingen","Nizza",,"XA-DE","m","1","n","0"
"1525","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118707469","Huber, Hans","1852-06-28","1921-12-25","Eppenberg-Wöschnau","Locarno",,"XA-CH","m","1","n","0"
"1526","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118707469","Huber, Hans","1852-06-28","1921-12-25","Eppenberg-Wöschnau","Locarno",,"XA-CH","m","1","n","0"
"1527","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116768398","Hess, Carl","1840-07-07","1897-09-01","Heddesheim","Dresden",,"XA-DE","m","1","n","0"
"1528","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118707469","Huber, Hans","1852-06-28","1921-12-25","Eppenberg-Wöschnau","Locarno",,"XA-CH","m","1","n","0"
"1529","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116768398","Hess, Carl","1840-07-07","1897-09-01","Heddesheim","Dresden",,"XA-DE","m","1","n","0"
"1530","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119505339","Keller, Robert",NULL,NULL,,,,"XA-DE",,"1","n","0"
"1531","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116768398","Hess, Carl","1840-07-07","1897-09-01","Heddesheim","Dresden",,"XA-DE","m","1","n","0"
"1532","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119505339","Keller, Robert",NULL,NULL,,,,"XA-DE",,"1","n","0"
"1533","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116768398","Hess, Carl","1840-07-07","1897-09-01","Heddesheim","Dresden",,"XA-DE","m","1","n","0"
"1534","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119505339","Keller, Robert",NULL,NULL,,,,"XA-DE",,"1","n","0"
"1535","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116768398","Hess, Carl","1840-07-07","1897-09-01","Heddesheim","Dresden",,"XA-DE","m","1","n","0"
"1536","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1145954987","Dornheckter, Robert",NULL,NULL,,,,"ZZ",,"1","n","0"
"1537","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119202417","Kempter, Lothar","1844-02-05","1918-07-14","Lauingen (Donau)","Vitznau",,"XA-CH","m","1","n","0"
"1538","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1145954987","Dornheckter, Robert",NULL,NULL,,,,"ZZ",,"1","n","0"
"1539","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122999363","González del Valle, Anselmo","1852-10-26","1911-09-15","Havanna","Oviedo",,"XA-ES",,"1","n","0"
"1540","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1145954987","Dornheckter, Robert",NULL,NULL,,,,"ZZ",,"1","n","0"
"1541","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103936319","Puchtler, Wilhelm Maria","1848-12-24","1881-02-11","Remlingen","Nizza",,"XA-DE","m","1","q","0"
"1542","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103909788","Kes, Willem",NULL,NULL,,,,"XA-NL","m","1","n","0"
"1543","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1544","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1073492664","Weinstoetter, Albert",NULL,NULL,,,"Winterthur","XA-DE","m","1","n","0"
"1545","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1546","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1073492664","Weinstoetter, Albert",NULL,NULL,,,"Winterthur","XA-DE","m","1","n","0"
"1547","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1548","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1073492664","Weinstoetter, Albert",NULL,NULL,,,"Winterthur","XA-DE","m","1","n","0"
"1549","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1550","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1073492664","Weinstoetter, Albert",NULL,NULL,,,"Winterthur","XA-DE","m","1","n","0"
"1551","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1552","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117222496","Scherzer, Otto",NULL,NULL,,,,"XA-DE","m","1","q","0"
"1553","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1554","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117445231","Wolf, Leopold Carl",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1555","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116667796","Glück, August","1853-07-15","1914-03-19","Medard","Offenbach am Main","Frankfurt am Main","XA-DE","m","1","n","0"
"1556","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117445231","Wolf, Leopold Carl",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1557","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","103936319","Puchtler, Wilhelm Maria","1848-12-24","1881-02-11","Remlingen","Nizza",,"XA-DE","m","1","n","0"
"1558","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117445231","Wolf, Leopold Carl",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1559","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118707469","Huber, Hans","1852-06-28","1921-12-25","Eppenberg-Wöschnau","Locarno",,"XA-CH","m","1","n","0"
"1560","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116792477","Heymann, Carl","1852-11-24",NULL,,,,"XA-DE","m","1","n","0"
"1561","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119202417","Kempter, Lothar","1844-02-05","1918-07-14","Lauingen (Donau)","Vitznau",,"XA-CH","m","1","n","0"
"1562","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","119202417","Kempter, Lothar","1844-02-05","1918-07-14","Lauingen (Donau)","Vitznau",,"XA-CH","m","1","q","0"
"1563","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117279323","Welz, Eduard von",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1564","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211184137","Lang, Henry Albert",NULL,NULL,,,,"ZZ","m","1","n","0"
"1565","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211184137","Lang, Henry Albert",NULL,NULL,,,,"ZZ","m","1","n","0"
"1566","0","1627310660","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","p","0"
"1567","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122999363","González del Valle, Anselmo","1852-10-26","1911-09-15","Havanna","Oviedo",,"XA-ES",,"1","n","0"
"1568","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117058297","Noskowski, Zygmunt","1846-05-02","1909-06-23","Warschau","Warschau",,"XA-PL","m","1","q","0"
"1569","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1207876453","Schroeder, Carl Adolf Heinrich Friedrich","1848-12-18","1935-09-22","Quedlinburg","Bremen",,"XA-DE","m","1","n","0"
"1570","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","14371287X","Schröder, Albert","1829-04-08","1885-08-08","Ermsleben","Bromberg","Halberstadt, Quedlinburg, Bromberg, Neuruppin","XA-PL","m","1","n","0"
"1571","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","11636128X","Ashton, Algernon",NULL,NULL,"Durham","London",,"XA-GB","m","1","n","0"
"1572","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117445231","Wolf, Leopold Carl",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1573","0","1635763502","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134807065","Lange, Samuel de","1811-06-09","1884-05-15","Rotterdam","Rotterdam","Rotterdam","XA-NL","m","1","n","1"
"1574","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1025749499","Stroß, Alfred",NULL,NULL,,,,"XA-AT","m","1","n","0"
"1575","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1025749499","Stroß, Alfred",NULL,NULL,,,,"XA-AT","m","1","n","0"
"1576","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122999363","González del Valle, Anselmo","1852-10-26","1911-09-15","Havanna","Oviedo",,"XA-ES",,"1","n","0"
"1577","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116631457","Flügel, Gustav","1812-07-02","1900-08-15","Nienburg (Saale)","Stettin","Stettin","XA-DE","m","1","n","0"
"1578","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116631457","Flügel, Gustav","1812-07-02","1900-08-15","Nienburg (Saale)","Stettin","Stettin","XA-DE","m","1","n","0"
"1579","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117058297","Noskowski, Zygmunt","1846-05-02","1909-06-23","Warschau","Warschau",,"XA-PL","m","1","n","0"
"1580","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116798599","Gouvy, Théodore","1819-07-03","1898-04-21","Schafbrücke","Leipzig",,,"m","1","q","0"
"1581","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116798599","Gouvy, Théodore","1819-07-03","1898-04-21","Schafbrücke","Leipzig",,,"m","1","n","0"
"1582","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117062251","Hummel, Ferdinand","1855-09-06","1928-04-24",,,,"XA-DE","m","1","n","0"
"1583","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116798599","Gouvy, Théodore","1819-07-03","1898-04-21","Schafbrücke","Leipzig",,,"m","1","n","0"
"1584","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116811579","Hille, Eduard",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1585","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","118590537","Othegraven, August von","1864-06-02","1946-03-11",,,,"XA-DE","m","1","n","0"
"1586","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134446968","Löffler, Johann Heinrich","1833-03-01","1903-04-15","Oberwind (Thüringen)",,,"XA-DE","m","1","n","0"
"1587","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","14371287X","Schröder, Albert","1829-04-08","1885-08-08","Ermsleben","Bromberg","Halberstadt, Quedlinburg, Bromberg, Neuruppin","XA-PL","m","1","n","0"
"1588","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117337145","Wickede, Friedrich von",NULL,NULL,,,,"XA-DE","m","1","n","0"
"1589","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211579042","Nourney, Gottl.",NULL,NULL,,,,"ZZ","m","1","n","0"
"1590","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1211579042","Nourney, Gottl.",NULL,NULL,,,,"ZZ","m","1","n","0"
"1591","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117291862","Umlauft, Paul","1853-10-27","1934-06-07","Meißen","Dresden",,"XA-DE","m","1","n","0"
"1592","0","1636380184","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","116843470","Fuchs, Albert",NULL,NULL,"Basel","Dresden",,"XA-DE","m","1","n","1"
"1593","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","122999363","González del Valle, Anselmo","1852-10-26","1911-09-15","Havanna","Oviedo",,"XA-ES",,"1","n","0"
"1594","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134807065","Lange, Samuel de","1811-06-09","1884-05-15","Rotterdam","Rotterdam","Rotterdam","XA-NL","m","1","n","0"
"1595","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1596","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1597","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134807065","Lange, Samuel de","1811-06-09","1884-05-15","Rotterdam","Rotterdam","Rotterdam","XA-NL","m","1","n","0"
"1598","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1599","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1600","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134807065","Lange, Samuel de","1811-06-09","1884-05-15","Rotterdam","Rotterdam","Rotterdam","XA-NL","m","1","n","0"
"1601","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1602","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1603","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1604","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134755863","Sluníčko, Jan","1852-03-23","1923-05-05","Humpolec","Augsburg",,"XA-DE","m","1","n","0"
"1605","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117058297","Noskowski, Zygmunt","1846-05-02","1909-06-23","Warschau","Warschau",,"XA-PL","m","1","q","0"
"1606","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","117058297","Noskowski, Zygmunt","1846-05-02","1909-06-23","Warschau","Warschau",,"XA-PL","m","1","n","0"
"1607","0","1615562260","1615562260","0","0","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134948076","Litzau, Johann Barend","1822-09-09","1893-07-18","Rotterdam",,,"XA-NL","m","1","n","0"
"1608","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","134948076","Litzau, Johann Barend","1822-09-09","1893-07-18","Rotterdam",,,"XA-NL","m","1","n","0"
"1609","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
"1610","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
"1611","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
"1612","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
"1613","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
"1614","0","1634286213","1615562260","0","1","0","0","0","0","0",NULL,,"0","0",,"0","0","0","0","0","0","1048374637","Hanisch, Moritz","1828-04-06","1892-05-08","Pirna","Leipzig","Leipzig","XA-DE","m","1","n","0"
